tweet_text,followers_count
when the coffee HITS 😩 (i am walking to the restroom),247
@brnnharriet iced coffee,4775
"@BagsProverbial @Eric_Mabius @kristintbooth @RealCrystalLowe @geoffgustafson @MarthaMoonWater Thank you, Krissie!❤
Isn't the day long enough for you?😉 You have to relax in the evening! 
I wish you a good job and delicious coffee! ☕☕
When are you traveling to Spain?☀️

(Here are my new shoes! Fine, sőt leather, very comfortable!)👍
#POstables https://t.co/3qh07E4P82",494
"Gilles walked down to medbay, with donuts and a coffee, for @W0ntBeBleak 

“Dear one… I have news.”",224
@KarmaDash I will after I finish my coffee,175
I have a bunch of sticky notes all over my monitor for work reminders and such. My favorite of the bunch? Finish your coffee.,2467
"@LeoInStilettos Yep. Got hooked on these types of drinks working @ The Coffee Beanery during a holiday season. But, once I had Starbucks the 1st time, never looked back. LOL! Spending is my treat to myself, but clearly I can save money. I do want a machine w/the frother.",573
coffee time 😭❤❤ https://t.co/dcOpBuo6Xz,1204
"I was at the NA that day in 2012, I remember the #YeniAzərbaycan  #HHK &amp; BHK delegates cracking jokes over coffee break. The very same HHK and BHK talking heads protesting today.",2931
My morning routine is coffee and a joint ☀️,254
Such a fun coffee break #UMC22 https://t.co/fYI5api1ZF,3423
@Englishomestead Coffee maker?,688
"It's amazing that a cup of bitter bean water brings so much joy to millions around the world every morning.  

I definitely fall into that category and love my morning coffee.",620
"It's been a morning 🥱☕ Anyone else need a big cup of coffee today??
 https://t.co/6jZza03d8L https://t.co/QdHodiaCQJ",119
havent had coffee in days feel like a fckn goblin,385
My diet being weed and coffee  helping too i guess 💀,3625
"Coffee brewed by hands that are not Akira's, is not coffee.",343
@keigofilms hiii kero !!! thank u omg :DD my day’s gonna be a pretty slow one i’m just gonna grab some coffee and then head to the library to study &amp; hopefully watch a movie or read afterwards! have an amazing night &amp; get tons of rest too (⌒▽⌒),11
Welp…I found my new favorite coffee shop https://t.co/frn4XWLf1r,28921
Well it took three TikToks for Heat of the Moment to show up on my fyp. Guess I am getting coffee today.,51
@RenaMilare @DevinCow I laughed so hard I almost spit my coffee when I saw it. 🤣,43485
@colestrangee I admire your dedication to getting coffee today 😂,183
The smell of weed burning in the morning to me is the equivalent of the smell of coffee being made to others. 😌🌱,2020
"I've definitely reached grumpy old man status because I keep thinking how dumb all these 2/22/22 things are. The year is relative to arbitrary point and it has 4 digits anyway, 2022. Maybe I just need more coffee.",6586
I love going to get coffee and crying at Wendy's,5
"new rules money was drying up, bills were on the coffee table, eviction notice on her flat door, kids to feed while a cold war was going on outside her doorstep oh she KNEW what time it was ! https://t.co/3bZCA1YPFx",655
time for some morning coffee ☕️🖤,40
@an_avocadoo Definitely coffee and probably kombucha. Oops.,429
"productive day here so far. Read for a bit after waking up, made coffee/breakfast/showered, tidied my closet and put some laundry on. now it's time for writing! #amwriting #WritingCommunity",107
@jerr_rrej Black coffee - no sugar!,1158
idk why i expected therapy to make me a love and light person bc i’m still angry at the world but i do realize there’s some nice shit on here too like weed and coffee and my homies :^,172
someone should do a Leroy's coffee about their most influential teacher,149
"Thanks for the kind words! ★★★★★ ""These candles are the absolute BOMB !!!! Fast shipping and awesome products!"" Hayley W. https://t.co/gUxsJHEEwu #etsy #white #soy #entryway #cotton #housewarming #mothersday #coffeehousecandle #aromatherapy #cinnamonbuns https://t.co/Ew0EivAL1v",34
Breathe &amp; sip on coffee Momma. 🤍,269
"It must be Monday! What a dumb day!
Can't drag my butt outta bed
Somebody stop me, I need another coffee
Like a hole in my head",15
@ka999el Coffee date,320
Churchill Perk Coffee ☕️🦽 https://t.co/EEerhboma3,21
Finally tried the much hyped @thirdwaveindia coffee and must say the hype is very much justified. Amazing coffee! ☕️,14896
@Michael45266761 Yeah I need coffee in rl,154
#Geek I’m tired…. 4th cup of coffee already https://t.co/yKWHdarNbU,31
"Life Lesson #123:

When resting cup of coffee on right leg of khaki pants, make sure said cup does not have coffee on it.

Here endeth the lesson.",667
@anxiouschat Coffee date,320
almost had a panic attack today because i drank to much coffee… now i know why they call it anxiety juice lol,55
"@ericisbad_ Sore arm, low grade fever, and fatigue are very common with this vaccine. Glad you’re getting it, I always felt so bad for my patients who had shingles.",321
Coffee ❤️ https://t.co/ld34XtBqxh,2706
"https://t.co/NF6PiWk2AP
Personalized Coffee Mat - Coffee Bar - Coffee Station - Embroidered - Coffee - Dish Drying Mat - Keurig Mat - Machine W/D, #Coffeestation
#Coffeemats https://t.co/m9iQXmflmQ",12574
That typo ☠️ my coffee hasn’t sunk in yet,392
"@Megsiegolightly Recycle clean, empty and dry coffee pods larger than 3 inches in diameter. Place them in the garbage if  the coffee pods are smaller than 3 inches.",9166
Coffee https://t.co/WnnTc6npoj,0
Meeting up with @Peggysue775 tomorrow for coffee &amp; BTS catch up ☕💜 I made these bracelets for her. So happy to be meeting a local ARMY friend irl 😊 https://t.co/TIiKslIIsE,325
made 12 cups of coffee for 1 and quit my job breathing sweeter and extremely rapidly,439
"St Paul Old Ford Café cake menu for this week. 

Coffee cake 🍰
Lemon drizzle 🍥
Vegan lemon drizzle 🍋
Gf carrot walnut muffins 🧁
Vegan banana walnut 🍌
Bread pudding 🍮

And on Thursday we will also have Orange &amp; poppy seed cake 🍊 https://t.co/TleanNEYTp",617
2$ coffee today!!! #sidetrack #wortleyvillage #LdnOnt,187
Bsgst1 Coffee : 6de52342-ba94-4686-8ab6-95afd81a1666,194
Trader Joe’s Oat Milk and a little bit of brown sugar is my fav combo for my coffee,245
@katiakrkrkr is it unlike the coffee ad we were talking about🤭😂,601
Not my great grandma loving Dunkin iced coffee,501
@SlaY3r_OMG I usually get one at Starbucks with coffee sometimes and shit taste good too lol,6782
Imagine that as you were making your morning coffee-your eyes still barely open-you hear a loud rumbling outside. The previous owners have pulled up in a tank. They knock on the door to inform you that they have decided to take back the home they once lived in. This is Ukraine.,3027
"good morning. drink small coffee, vanquish evil. #smallcoffeenationalism",1035
"The pavilion receives 30-40 visitors per hour—mostly interested in tourism, coffee (cough, cough @rkabushenga!), and, wait for it…one interesting investor from Burkina Faso wants to grow Haas avocados. Apparently Uganda has the best climate for the type.",6481
@DrDisrespect People need to WAKE UP and smell the coffee cause Docs over here cooking 🍳,206
"Excited to share the latest addition to my #etsy shop: You say god says white coffee mug, bible verses, memory verse, pastor, priest, religious, Christian, gift for him, gift for her https://t.co/ILAkKexCcd #yes #ceramic #coffeecup #teacup #giftforher #giftforhim https://t.co/ovV9Q7ttju",735
Coffee and (Throne) World Domination today. https://t.co/nnpgrXfuFb,577
"@PWTees Hi! Had a quick question for you. I am interested in buying a coffee mug and wanted to know if they are microwave/dishwasher friendly
Thanks!",197
@OKCPD @cityofokc A double decker bus that drives around selling coffee? That is too cool!,200
@StickyBM Coffee pool nice,73
sunflower plus coffee ano yun 😂 https://t.co/ip3a2fRI0l,23
coffee#,143
"$25 - coffee/snacks for one week for entire shelter 
$50 - bedding for one bunk 
$180 - showers for one week 
$200 - lunch for 120-140 people https://t.co/CPjOKR20vh",2903
when will i learn to not drink coffee until my sister is done getting ready or leaves,703
@APositivepirate I had a good cup of coffee too 🤧🤧 and I’m too lazy to go downstairs and hear it back up loool,359
"I made a deposit this morning, got my coffee and made it to the post office on time",175
"@Pdog119 @JoeGramc I do zero cal sweetener, but figured straight heavy cream made for ""keto"" compliant coffee.  

Maybe I just make my ""window"" 7am-1pm?",1902
They might as well gon ahead and call coffee a laxative 🤣😂,374
Making cold brew coffee with sparkling water so I can ruin @savy0622’s day,38
"@JadeHeartsArt @Tsukumi_777 @uki_violeta A1 has one drop of coffee, A2 has 2 drops of coffee and A3 (here's where it gets crazy) has 3 and a half drops of coffee",6
Wendy’s is out of coffee at 10am. Ridiculous,976
"""You -what-? Black coffee is kraken blood."" she made a face.

She chuckled, searching for stoppers for the vials.

""We'll do a pumpkin pie, then a chocolate cake, and work on balancing their flavors. Then add them together, adjusting accordingly. Kind of like what we did here!"" https://t.co/d1a7EkNqWO",973
I drink an insane amount of coffee for someone who claims to be a tea person,130
@84deeskiii Caramel coffee is good. Dunkin has decent flavored hot coffee,111
"Animal crossing dailies at 10:30am cst today!!! (2/22/22) Sooo excited for coffee, donuts and smashing some rocks! #ACNH #ACNHDailies
#AnimalCrossingNewHorizions #caffinatedgamer #SmallStreamerCommunity #gamergirl #cozystreamer #twitchstreamer",115
"“You're not. I can't drink my coffee black either. Tea is another matter, however.”

Marina placed milk and sugar in front of him so he'd help himself, along a plate of biscuits. (British biscuits, mind)

“You going to tell me how or why you got in, or shall we keep the mystery?” https://t.co/fOXMKknQXC",101
The family portrait I’m losing it!! 😭They look amazing and these three together got me feeling some type a way! 😍 https://t.co/UzMxlw091R,144
"my most annoying time of day on the internet is when im having my first cup of coffee, hands down",673
"Excited to share the latest addition to my #etsy shop: Coffee Scrub, exfoliating scrub, Valentines day, Espresso coffee scrub, Skin nourishing scrub, Coffee butter scrub, scrub for her, Man scrub https://t.co/mwCIEcrX86 #brown #black #coffeescrub #exfoliatingscrub #val https://t.co/25CqcmSlkz",34
"@littlegiinge 🤣. Years ago, Biopharmaceutical Professor was used to give me 20 minutes in first lecture so that I can get some coffee into my system &amp; can be able to function. Was used to drink 500 ml of coffee incase I had to attend extra lecture. Wild &amp; chaotic times for sure.",353
Gogogo get your coffee ☕ https://t.co/BadZKeub8F,894
I haven't had coffee yet :(,922
How do y’all order your iced coffee ahead then it’s straight watered down? Ew,950
The hospital cafe is currently BLASTING the Lion King soundtrack and tbh this is the best way to enjoy my coffee break,1652
@eni12808 Black coffee ?,114
"@DerekDantin Of course I like to get up around 8 &amp; have coffee, so I'm ahead of BOTH those guys. https://t.co/2H6yhwR1Kn",2434
Weed + Coffee + Opensea = Top tier morning,81
"@Kimchi_maker ah interesting, maybe i was inspired, but i didnt use coffee, you pay too much attention 😅",46
Guess who got their sausage McGriddle wit hash brown and a iced coffee yessir I did https://t.co/aPQHoBS3DX,363
@cojklate Coffee date,320
"Cue the Jedi to give her some coffee.

“Here you go.” https://t.co/xjvwZDGtRg",1014
@CosplayPonpon Well I drink the black coffee to stay awake the night before my exams to keep my awake😬🙌🏻💀,6
@bryceraley Hope you’re enjoying the coffee at least 🤣,363
Two hour delay….information that would have been helpful before getting up at 5:45 to work out. Oh well…two hours of coffee and knitting/reading can’t be too bad.,581
@danirat Yep. Coffee and iced tea.,239
@krakenfx Term used by newbie traders,20
"Not a good morning for much of the internet. 🤷‍♂️

Guess it's time to go get more coffee. ☕️",5
"@urimoonlight Def coffee

CONCEPT PHOTO SMTW
#PlayGame_AWAKE
#위클리 #Weeekly
@_Weeekly",194
"@ray_shidou Clan Colle Vol 5&amp;6 👀👀

Just the box art is fine, come on! 😆",129
@NHLhistorygirl And let's not forget those maple iced donuts at his coffee shops   Those are hall of fame worthy,74
"From smart coffee machines to personalized menu suggestions, #AI will make your next trip to Starbucks the best it can be. Learn how in this video from the #MSBuild Conference: https://t.co/cATxPaV33Z",808
